window_id,file,win_idx,true_label,predicted,prob,correct,cam_peak_hz,cam_peak_band,sig_peak_hz,sig_peak_band
BKG_03855,aaaaahlk_s006_t009.pt,89,0,BACKGROUND,0.0806,True,2,Delta,2,Delta
BKG_03856,aaaaahlk_s006_t009.pt,90,0,BACKGROUND,0.1143,True,2,Delta,2,Delta
BKG_03857,aaaaahlk_s006_t009.pt,91,0,BACKGROUND,0.0535,True,2,Delta,2,Delta
BKG_03858,aaaaahlk_s006_t009.pt,92,0,BACKGROUND,0.0816,True,2,Delta,2,Delta
BKG_03859,aaaaahlk_s006_t009.pt,93,0,BACKGROUND,0.0459,True,2,Delta,2,Delta
BKG_03860,aaaaahlk_s006_t009.pt,94,0,BACKGROUND,0.091,True,2,Delta,2,Delta
BKG_03861,aaaaahlk_s006_t009.pt,95,0,BACKGROUND,0.1098,True,2,Delta,2,Delta
BKG_03862,aaaaahlk_s006_t009.pt,96,0,BACKGROUND,0.0873,True,2,Delta,2,Delta
BKG_03863,aaaaahlk_s006_t009.pt,97,0,BACKGROUND,0.103,True,2,Delta,2,Delta
BKG_03864,aaaaahlk_s006_t009.pt,98,0,BACKGROUND,0.102,True,2,Delta,2,Delta
BKG_03865,aaaaahlk_s006_t009.pt,99,0,BACKGROUND,0.0586,True,11,Alpha,2,Delta
BKG_03866,aaaaahlk_s006_t009.pt,100,0,BACKGROUND,0.0663,True,2,Delta,2,Delta
BKG_03867,aaaaahlk_s006_t009.pt,101,0,BACKGROUND,0.0678,True,2,Delta,2,Delta
BKG_03868,aaaaahlk_s006_t009.pt,102,0,BACKGROUND,0.0423,True,11,Alpha,2,Delta
BKG_03869,aaaaahlk_s006_t009.pt,103,0,BACKGROUND,0.0894,True,2,Delta,2,Delta
BKG_03870,aaaaahlk_s006_t009.pt,104,0,BACKGROUND,0.1979,True,2,Delta,2,Delta
BKG_03871,aaaaahlk_s006_t009.pt,105,0,BACKGROUND,0.1001,True,2,Delta,2,Delta
BKG_03872,aaaaahlk_s006_t009.pt,106,0,BACKGROUND,0.0974,True,2,Delta,2,Delta
BKG_03873,aaaaahlk_s006_t009.pt,107,0,BACKGROUND,0.1323,True,2,Delta,2,Delta
BKG_03874,aaaaahlk_s006_t009.pt,108,0,BACKGROUND,0.178,True,2,Delta,2,Delta
BKG_03875,aaaaahlk_s006_t009.pt,109,0,BACKGROUND,0.0953,True,2,Delta,2,Delta
BKG_03876,aaaaahlk_s006_t009.pt,110,0,BACKGROUND,0.2153,True,2,Delta,2,Delta
BKG_03877,aaaaahlk_s006_t009.pt,111,0,BACKGROUND,0.1848,True,2,Delta,2,Delta
BKG_03878,aaaaahlk_s006_t009.pt,112,0,BACKGROUND,0.1068,True,11,Alpha,2,Delta
BKG_03879,aaaaahlk_s006_t009.pt,113,0,BACKGROUND,0.0901,True,2,Delta,2,Delta
BKG_03880,aaaaahlk_s006_t009.pt,114,0,BACKGROUND,0.0708,True,2,Delta,2,Delta
BKG_03881,aaaaahlk_s006_t009.pt,115,0,BACKGROUND,0.1239,True,2,Delta,2,Delta
BKG_03882,aaaaahlk_s006_t009.pt,116,0,BACKGROUND,0.0423,True,2,Delta,2,Delta
BKG_03883,aaaaahlk_s006_t009.pt,117,0,BACKGROUND,0.1396,True,2,Delta,2,Delta
BKG_03884,aaaaahlk_s006_t009.pt,118,0,BACKGROUND,0.0486,True,2,Delta,2,Delta
BKG_03885,aaaaahlk_s006_t009.pt,119,0,BACKGROUND,0.0694,True,2,Delta,2,Delta
BKG_03886,aaaaahlk_s006_t009.pt,120,0,BACKGROUND,0.1445,True,2,Delta,2,Delta
BKG_03887,aaaaahlk_s006_t009.pt,121,0,BACKGROUND,0.1267,True,2,Delta,2,Delta
BKG_03888,aaaaahlk_s006_t009.pt,122,0,BACKGROUND,0.1209,True,2,Delta,2,Delta
BKG_03889,aaaaahlk_s006_t009.pt,123,0,BACKGROUND,0.1243,True,2,Delta,2,Delta
BKG_03890,aaaaahlk_s006_t009.pt,124,0,BACKGROUND,0.0696,True,2,Delta,2,Delta
BKG_03891,aaaaahlk_s006_t009.pt,125,0,BACKGROUND,0.076,True,2,Delta,2,Delta
BKG_03892,aaaaahlk_s006_t009.pt,126,0,BACKGROUND,0.0823,True,11,Alpha,2,Delta
BKG_03893,aaaaahlk_s006_t009.pt,127,0,BACKGROUND,0.0955,True,2,Delta,2,Delta
BKG_03894,aaaaahlk_s006_t009.pt,128,0,BACKGROUND,0.1102,True,2,Delta,2,Delta
BKG_03895,aaaaahlk_s006_t009.pt,129,0,BACKGROUND,0.1654,True,2,Delta,2,Delta
BKG_03896,aaaaahlk_s006_t009.pt,130,0,BACKGROUND,0.0951,True,2,Delta,2,Delta
BKG_03897,aaaaahlk_s006_t009.pt,131,0,BACKGROUND,0.1198,True,2,Delta,2,Delta
BKG_03898,aaaaahlk_s006_t009.pt,132,0,BACKGROUND,0.1272,True,2,Delta,2,Delta
BKG_03899,aaaaahlk_s006_t009.pt,133,0,BACKGROUND,0.1001,True,2,Delta,2,Delta
BKG_03900,aaaaahlk_s006_t009.pt,134,0,BACKGROUND,0.0916,True,2,Delta,2,Delta
BKG_03901,aaaaahlk_s006_t009.pt,135,0,BACKGROUND,0.0616,True,11,Alpha,2,Delta
BKG_03902,aaaaahlk_s007_t006.pt,0,0,BACKGROUND,0.0977,True,11,Alpha,2,Delta
BKG_03903,aaaaahlk_s007_t006.pt,1,0,BACKGROUND,0.0637,True,11,Alpha,2,Delta
BKG_03904,aaaaahlk_s007_t006.pt,2,0,BACKGROUND,0.1259,True,2,Delta,2,Delta
BKG_03905,aaaaahlk_s007_t006.pt,3,0,BACKGROUND,0.0323,True,2,Delta,2,Delta
BKG_03906,aaaaahlk_s007_t006.pt,4,0,BACKGROUND,0.0205,True,11,Alpha,2,Delta
BKG_03907,aaaaahlk_s007_t006.pt,5,0,BACKGROUND,0.0574,True,11,Alpha,2,Delta
BKG_03908,aaaaahlk_s007_t006.pt,6,0,BACKGROUND,0.3123,True,21,Beta,2,Delta
BKG_03909,aaaaahlk_s007_t006.pt,7,0,BACKGROUND,0.2497,True,30,Beta,2,Delta
BKG_03910,aaaaahlk_s007_t006.pt,8,0,BACKGROUND,0.0667,True,2,Delta,2,Delta
BKG_03911,aaaaahlk_s007_t006.pt,9,0,BACKGROUND,0.1561,True,39,Gamma,2,Delta
BKG_03912,aaaaahlk_s007_t006.pt,10,0,BACKGROUND,0.1541,True,39,Gamma,2,Delta
BKG_03913,aaaaahlk_s007_t006.pt,11,0,BACKGROUND,0.262,True,39,Gamma,2,Delta
BKG_03914,aaaaahlk_s007_t006.pt,12,0,BACKGROUND,0.0914,True,2,Delta,2,Delta
BKG_03915,aaaaahlk_s007_t006.pt,13,0,BACKGROUND,0.1697,True,39,Gamma,2,Delta
BKG_03916,aaaaahlk_s007_t006.pt,14,0,BACKGROUND,0.3805,True,39,Gamma,2,Delta
BKG_03917,aaaaahlk_s007_t006.pt,15,0,BACKGROUND,0.2715,True,39,Gamma,2,Delta
BKG_03918,aaaaahlk_s007_t006.pt,16,0,SEIZURE,0.5444,False,30,Beta,2,Delta
BKG_03919,aaaaahlk_s007_t006.pt,17,0,BACKGROUND,0.0319,True,39,Gamma,2,Delta
BKG_03920,aaaaahlk_s007_t006.pt,18,0,BACKGROUND,0.0178,True,11,Alpha,2,Delta
BKG_03921,aaaaahlk_s007_t006.pt,19,0,BACKGROUND,0.0137,True,21,Beta,2,Delta
BKG_03922,aaaaahlk_s007_t006.pt,20,0,BACKGROUND,0.0188,True,2,Delta,2,Delta
BKG_03923,aaaaahlk_s007_t006.pt,21,0,BACKGROUND,0.0621,True,2,Delta,2,Delta
BKG_03924,aaaaahlk_s007_t006.pt,22,0,BACKGROUND,0.2522,True,30,Beta,2,Delta
BKG_03925,aaaaahlk_s007_t006.pt,23,0,BACKGROUND,0.057,True,21,Beta,2,Delta
BKG_03926,aaaaahlk_s007_t006.pt,24,0,BACKGROUND,0.1083,True,29,Beta,2,Delta
BKG_03927,aaaaahlk_s007_t006.pt,25,0,BACKGROUND,0.0847,True,2,Delta,2,Delta
BKG_03928,aaaaahlk_s007_t006.pt,26,0,BACKGROUND,0.0463,True,2,Delta,2,Delta
BKG_03929,aaaaahlk_s007_t006.pt,27,0,BACKGROUND,0.084,True,2,Delta,2,Delta
BKG_03930,aaaaahlk_s007_t006.pt,28,0,BACKGROUND,0.1182,True,2,Delta,2,Delta
BKG_03931,aaaaahlk_s007_t006.pt,29,0,BACKGROUND,0.1336,True,11,Alpha,2,Delta
BKG_03932,aaaaahlk_s007_t006.pt,30,0,BACKGROUND,0.1062,True,2,Delta,2,Delta
BKG_03933,aaaaahlk_s007_t006.pt,31,0,BACKGROUND,0.091,True,2,Delta,2,Delta
BKG_03934,aaaaahlk_s007_t006.pt,32,0,BACKGROUND,0.1179,True,30,Beta,2,Delta
BKG_03935,aaaaahlk_s007_t006.pt,33,0,BACKGROUND,0.0319,True,2,Delta,2,Delta
BKG_03936,aaaaahlk_s007_t006.pt,34,0,BACKGROUND,0.0408,True,2,Delta,2,Delta
BKG_03937,aaaaahlk_s007_t006.pt,35,0,BACKGROUND,0.057,True,2,Delta,2,Delta
BKG_03938,aaaaahlk_s007_t006.pt,36,0,BACKGROUND,0.0741,True,2,Delta,2,Delta
BKG_03939,aaaaahlk_s007_t006.pt,37,0,BACKGROUND,0.0343,True,2,Delta,2,Delta
BKG_03940,aaaaahlk_s007_t006.pt,38,0,BACKGROUND,0.1466,True,2,Delta,2,Delta
BKG_03941,aaaaahlk_s007_t006.pt,39,0,BACKGROUND,0.0727,True,2,Delta,2,Delta
BKG_03942,aaaaahlk_s007_t006.pt,40,0,BACKGROUND,0.12,True,30,Beta,2,Delta
BKG_03943,aaaaahlk_s007_t006.pt,41,0,BACKGROUND,0.0406,True,2,Delta,2,Delta
BKG_03944,aaaaahlk_s007_t006.pt,42,0,BACKGROUND,0.0242,True,11,Alpha,2,Delta
BKG_03945,aaaaahlk_s007_t006.pt,43,0,BACKGROUND,0.066,True,2,Delta,2,Delta
BKG_03946,aaaaahlk_s007_t006.pt,44,0,BACKGROUND,0.0357,True,2,Delta,2,Delta
BKG_03947,aaaaahlk_s007_t006.pt,45,0,BACKGROUND,0.0514,True,2,Delta,2,Delta
BKG_03948,aaaaahlk_s007_t006.pt,46,0,BACKGROUND,0.0443,True,11,Alpha,2,Delta
BKG_03949,aaaaahlk_s007_t006.pt,47,0,BACKGROUND,0.0149,True,2,Delta,2,Delta
BKG_03950,aaaaahlk_s007_t006.pt,48,0,BACKGROUND,0.0127,True,11,Alpha,2,Delta
BKG_03951,aaaaahlk_s007_t006.pt,49,0,BACKGROUND,0.0149,True,11,Alpha,2,Delta
BKG_03952,aaaaahlk_s007_t006.pt,50,0,BACKGROUND,0.0572,True,11,Alpha,2,Delta
BKG_03953,aaaaahlk_s007_t006.pt,51,0,BACKGROUND,0.0202,True,2,Delta,2,Delta
BKG_03954,aaaaahlk_s007_t006.pt,52,0,BACKGROUND,0.0127,True,2,Delta,2,Delta
BKG_03955,aaaaahlk_s007_t006.pt,53,0,BACKGROUND,0.0715,True,2,Delta,2,Delta
BKG_03956,aaaaahlk_s007_t006.pt,54,0,BACKGROUND,0.0537,True,11,Alpha,2,Delta
BKG_03957,aaaaahlk_s007_t006.pt,55,0,BACKGROUND,0.0634,True,11,Alpha,2,Delta
BKG_03958,aaaaahlk_s007_t006.pt,56,0,BACKGROUND,0.0807,True,2,Delta,2,Delta
BKG_03959,aaaaahlk_s007_t006.pt,57,0,BACKGROUND,0.2095,True,39,Gamma,2,Delta
BKG_03960,aaaaahlk_s007_t006.pt,58,0,BACKGROUND,0.1177,True,39,Gamma,2,Delta
BKG_03961,aaaaahlk_s007_t006.pt,59,0,BACKGROUND,0.2268,True,21,Beta,2,Delta
BKG_03962,aaaaahlk_s007_t006.pt,60,0,BACKGROUND,0.0651,True,2,Delta,2,Delta
BKG_03963,aaaaahlk_s007_t006.pt,61,0,BACKGROUND,0.0674,True,2,Delta,2,Delta
BKG_03964,aaaaahlk_s007_t006.pt,62,0,BACKGROUND,0.1299,True,2,Delta,2,Delta
BKG_03965,aaaaahlk_s007_t006.pt,63,0,BACKGROUND,0.419,True,39,Gamma,2,Delta
BKG_03966,aaaaahlk_s007_t006.pt,64,0,BACKGROUND,0.0717,True,39,Gamma,2,Delta
BKG_03967,aaaaahlk_s007_t006.pt,65,0,BACKGROUND,0.0912,True,39,Gamma,2,Delta
BKG_03968,aaaaahlk_s007_t006.pt,66,0,BACKGROUND,0.1945,True,2,Delta,2,Delta
BKG_03969,aaaaahlk_s007_t006.pt,67,0,BACKGROUND,0.3724,True,2,Delta,2,Delta
BKG_03970,aaaaahlk_s007_t006.pt,68,0,BACKGROUND,0.0928,True,2,Delta,2,Delta
BKG_03971,aaaaahlk_s007_t006.pt,69,0,BACKGROUND,0.0876,True,39,Gamma,2,Delta
BKG_03972,aaaaahlk_s007_t006.pt,70,0,BACKGROUND,0.0813,True,2,Delta,2,Delta
SEI_03973,aaaaahlk_s007_t006.pt,71,1,BACKGROUND,0.3353,False,30,Beta,3,Delta
SEI_03974,aaaaahlk_s007_t006.pt,72,1,SEIZURE,0.6977,True,29,Beta,3,Delta
SEI_03975,aaaaahlk_s007_t006.pt,73,1,SEIZURE,0.8453,True,39,Gamma,3,Delta
SEI_03976,aaaaahlk_s007_t006.pt,74,1,SEIZURE,0.9554,True,30,Beta,3,Delta
SEI_03977,aaaaahlk_s007_t006.pt,75,1,SEIZURE,0.9708,True,2,Delta,3,Delta
SEI_03978,aaaaahlk_s007_t006.pt,76,1,SEIZURE,0.9915,True,21,Beta,4,Delta
SEI_03979,aaaaahlk_s007_t006.pt,77,1,SEIZURE,0.9855,True,2,Delta,3,Delta
SEI_03980,aaaaahlk_s007_t006.pt,78,1,SEIZURE,0.8982,True,2,Delta,2,Delta
SEI_03981,aaaaahlk_s007_t006.pt,79,1,BACKGROUND,0.4744,False,2,Delta,2,Delta
SEI_03982,aaaaahlk_s007_t006.pt,80,1,SEIZURE,0.8781,True,2,Delta,5,Theta
SEI_03983,aaaaahlk_s007_t006.pt,81,1,SEIZURE,0.5695,True,2,Delta,2,Delta
SEI_03984,aaaaahlk_s007_t006.pt,82,1,BACKGROUND,0.2011,False,2,Delta,2,Delta
BKG_03985,aaaaahlk_s007_t006.pt,83,0,BACKGROUND,0.095,True,2,Delta,2,Delta
BKG_03986,aaaaahlk_s007_t006.pt,84,0,BACKGROUND,0.0561,True,2,Delta,2,Delta
BKG_03987,aaaaahlk_s007_t006.pt,85,0,BACKGROUND,0.0615,True,2,Delta,2,Delta
BKG_03988,aaaaahlk_s007_t006.pt,86,0,BACKGROUND,0.1253,True,21,Beta,2,Delta
BKG_03989,aaaaahlk_s007_t006.pt,87,0,BACKGROUND,0.0638,True,2,Delta,2,Delta
BKG_03990,aaaaahlk_s007_t006.pt,88,0,BACKGROUND,0.0638,True,2,Delta,2,Delta
BKG_03991,aaaaahlk_s007_t006.pt,89,0,BACKGROUND,0.0765,True,2,Delta,2,Delta
BKG_03992,aaaaahlk_s007_t006.pt,90,0,BACKGROUND,0.0545,True,2,Delta,2,Delta
BKG_03993,aaaaahlk_s007_t006.pt,91,0,BACKGROUND,0.0505,True,11,Alpha,2,Delta
BKG_03994,aaaaahlk_s007_t006.pt,92,0,BACKGROUND,0.052,True,11,Alpha,2,Delta
BKG_03995,aaaaahlk_s007_t006.pt,93,0,BACKGROUND,0.0426,True,11,Alpha,2,Delta
BKG_03996,aaaaahlk_s007_t006.pt,94,0,BACKGROUND,0.045,True,11,Alpha,2,Delta
BKG_03997,aaaaahlk_s007_t006.pt,95,0,BACKGROUND,0.1373,True,2,Delta,2,Delta
BKG_03998,aaaaahlk_s007_t006.pt,96,0,BACKGROUND,0.1049,True,2,Delta,2,Delta
BKG_03999,aaaaahlk_s007_t006.pt,97,0,BACKGROUND,0.1542,True,11,Alpha,2,Delta
BKG_04000,aaaaahlk_s007_t006.pt,98,0,BACKGROUND,0.1503,True,2,Delta,2,Delta
BKG_04001,aaaaahlk_s007_t006.pt,99,0,BACKGROUND,0.1662,True,11,Alpha,2,Delta
BKG_04002,aaaaahlk_s007_t006.pt,100,0,BACKGROUND,0.1259,True,2,Delta,2,Delta
BKG_04003,aaaaahlk_s007_t006.pt,101,0,BACKGROUND,0.1106,True,2,Delta,2,Delta
BKG_04004,aaaaahlk_s007_t006.pt,102,0,BACKGROUND,0.1243,True,2,Delta,2,Delta
BKG_04005,aaaaahlk_s007_t006.pt,103,0,BACKGROUND,0.0851,True,2,Delta,2,Delta
BKG_04006,aaaaahlk_s007_t006.pt,104,0,BACKGROUND,0.0955,True,2,Delta,2,Delta
BKG_04007,aaaaahlk_s007_t006.pt,105,0,BACKGROUND,0.0699,True,2,Delta,2,Delta
BKG_04008,aaaaahlk_s007_t006.pt,106,0,BACKGROUND,0.0463,True,2,Delta,2,Delta
BKG_04009,aaaaahlk_s007_t006.pt,107,0,BACKGROUND,0.1075,True,2,Delta,2,Delta
BKG_04010,aaaaahlk_s007_t006.pt,108,0,BACKGROUND,0.0617,True,2,Delta,2,Delta
BKG_04011,aaaaahlk_s007_t006.pt,109,0,BACKGROUND,0.1286,True,2,Delta,2,Delta
BKG_04012,aaaaahlk_s007_t006.pt,110,0,BACKGROUND,0.1318,True,2,Delta,2,Delta
BKG_04013,aaaaahlk_s007_t006.pt,111,0,BACKGROUND,0.144,True,2,Delta,2,Delta
BKG_04014,aaaaahlk_s007_t006.pt,112,0,BACKGROUND,0.1929,True,2,Delta,2,Delta
BKG_04015,aaaaahlk_s007_t006.pt,113,0,BACKGROUND,0.1186,True,2,Delta,2,Delta
BKG_04016,aaaaahlk_s007_t006.pt,114,0,BACKGROUND,0.0746,True,11,Alpha,2,Delta
BKG_04017,aaaaahlk_s007_t006.pt,115,0,BACKGROUND,0.0702,True,11,Alpha,2,Delta
BKG_04018,aaaaahlk_s007_t006.pt,116,0,BACKGROUND,0.2267,True,30,Beta,2,Delta
BKG_04019,aaaaahlk_s007_t006.pt,117,0,BACKGROUND,0.0324,True,2,Delta,2,Delta
BKG_04020,aaaaahlk_s007_t006.pt,118,0,BACKGROUND,0.054,True,11,Alpha,2,Delta
BKG_04021,aaaaahlk_s007_t006.pt,119,0,BACKGROUND,0.08,True,2,Delta,2,Delta
BKG_04022,aaaaahlk_s007_t006.pt,120,0,BACKGROUND,0.1289,True,29,Beta,2,Delta
BKG_04023,aaaaahlk_s007_t006.pt,121,0,BACKGROUND,0.1337,True,39,Gamma,2,Delta
BKG_04024,aaaaahlk_s007_t006.pt,122,0,BACKGROUND,0.0876,True,2,Delta,2,Delta
BKG_04025,aaaaahlk_s007_t006.pt,123,0,BACKGROUND,0.1389,True,2,Delta,2,Delta
BKG_04026,aaaaahlk_s007_t006.pt,124,0,BACKGROUND,0.1498,True,39,Gamma,2,Delta
BKG_04027,aaaaahlk_s007_t006.pt,125,0,BACKGROUND,0.0546,True,2,Delta,2,Delta
BKG_04028,aaaaahlk_s007_t006.pt,126,0,BACKGROUND,0.0657,True,2,Delta,2,Delta
BKG_04029,aaaaahlk_s007_t006.pt,127,0,BACKGROUND,0.0284,True,2,Delta,2,Delta
BKG_04030,aaaaahlk_s007_t006.pt,128,0,BACKGROUND,0.0766,True,2,Delta,2,Delta
BKG_04031,aaaaahlk_s007_t006.pt,129,0,BACKGROUND,0.0507,True,2,Delta,2,Delta
BKG_04032,aaaaahlk_s007_t006.pt,130,0,BACKGROUND,0.1344,True,2,Delta,2,Delta
BKG_04033,aaaaahlk_s007_t006.pt,131,0,BACKGROUND,0.1053,True,2,Delta,2,Delta
BKG_04034,aaaaahlk_s007_t006.pt,132,0,BACKGROUND,0.0764,True,2,Delta,2,Delta
BKG_04035,aaaaahlk_s007_t006.pt,133,0,BACKGROUND,0.1191,True,2,Delta,2,Delta
BKG_04036,aaaaahlk_s007_t006.pt,134,0,BACKGROUND,0.0919,True,2,Delta,2,Delta
BKG_04037,aaaaahlk_s007_t006.pt,135,0,BACKGROUND,0.1074,True,2,Delta,2,Delta
BKG_04038,aaaaahlk_s007_t006.pt,136,0,BACKGROUND,0.1033,True,2,Delta,2,Delta
BKG_04039,aaaaahlk_s007_t006.pt,137,0,BACKGROUND,0.0876,True,2,Delta,2,Delta
BKG_04040,aaaaahlk_s007_t006.pt,138,0,BACKGROUND,0.0549,True,11,Alpha,2,Delta
BKG_04041,aaaaahlk_s007_t006.pt,139,0,BACKGROUND,0.0554,True,2,Delta,2,Delta
BKG_04042,aaaaahlk_s007_t006.pt,140,0,BACKGROUND,0.023,True,11,Alpha,2,Delta
BKG_04043,aaaaahlk_s007_t006.pt,141,0,BACKGROUND,0.0223,True,2,Delta,2,Delta
BKG_04044,aaaaahlk_s007_t006.pt,142,0,BACKGROUND,0.0485,True,21,Beta,2,Delta
BKG_04045,aaaaahlk_s007_t006.pt,143,0,BACKGROUND,0.0629,True,2,Delta,2,Delta
BKG_04046,aaaaahlk_s007_t006.pt,144,0,BACKGROUND,0.174,True,21,Beta,2,Delta
BKG_04047,aaaaahlk_s007_t006.pt,145,0,BACKGROUND,0.1833,True,2,Delta,2,Delta
BKG_04048,aaaaahlk_s007_t006.pt,146,0,BACKGROUND,0.051,True,2,Delta,2,Delta
BKG_04049,aaaaahlk_s007_t006.pt,147,0,BACKGROUND,0.0497,True,2,Delta,2,Delta
BKG_04050,aaaaahlk_s007_t006.pt,148,0,BACKGROUND,0.1,True,2,Delta,2,Delta
BKG_04051,aaaaahlk_s007_t006.pt,149,0,BACKGROUND,0.1352,True,2,Delta,2,Delta
BKG_04052,aaaaahlk_s007_t006.pt,150,0,BACKGROUND,0.0771,True,2,Delta,2,Delta
BKG_04053,aaaaahlk_s007_t006.pt,151,0,BACKGROUND,0.0219,True,11,Alpha,2,Delta
BKG_04054,aaaaahlk_s007_t006.pt,152,0,BACKGROUND,0.0493,True,21,Beta,2,Delta
BKG_04055,aaaaahlk_s007_t006.pt,153,0,BACKGROUND,0.0449,True,2,Delta,2,Delta
BKG_04056,aaaaahlk_s007_t006.pt,154,0,BACKGROUND,0.1156,True,2,Delta,2,Delta
BKG_04057,aaaaahlk_s007_t006.pt,155,0,BACKGROUND,0.1084,True,21,Beta,2,Delta
BKG_04058,aaaaahlk_s007_t006.pt,156,0,BACKGROUND,0.0292,True,11,Alpha,2,Delta
BKG_04059,aaaaahlk_s007_t006.pt,157,0,BACKGROUND,0.0587,True,2,Delta,2,Delta
BKG_04060,aaaaahlk_s007_t006.pt,158,0,BACKGROUND,0.0514,True,2,Delta,2,Delta
BKG_04061,aaaaahlk_s007_t006.pt,159,0,BACKGROUND,0.081,True,11,Alpha,2,Delta
BKG_04062,aaaaahlk_s007_t006.pt,160,0,BACKGROUND,0.1052,True,2,Delta,2,Delta
BKG_04063,aaaaahlk_s007_t006.pt,161,0,BACKGROUND,0.0265,True,11,Alpha,2,Delta
BKG_04064,aaaaahlk_s007_t006.pt,162,0,BACKGROUND,0.0269,True,11,Alpha,2,Delta
BKG_04065,aaaaahlk_s007_t006.pt,163,0,BACKGROUND,0.0214,True,11,Alpha,2,Delta
BKG_04066,aaaaahlk_s007_t006.pt,164,0,BACKGROUND,0.026,True,11,Alpha,2,Delta
BKG_04067,aaaaahlk_s007_t006.pt,165,0,BACKGROUND,0.0628,True,2,Delta,2,Delta
BKG_04068,aaaaahlk_s007_t006.pt,166,0,BACKGROUND,0.064,True,2,Delta,2,Delta
BKG_04069,aaaaahlk_s007_t006.pt,167,0,BACKGROUND,0.0492,True,11,Alpha,2,Delta
BKG_04070,aaaaahlk_s007_t006.pt,168,0,BACKGROUND,0.1077,True,2,Delta,2,Delta
BKG_04071,aaaaahlk_s007_t006.pt,169,0,BACKGROUND,0.0992,True,2,Delta,2,Delta
BKG_04072,aaaaahlk_s007_t006.pt,170,0,BACKGROUND,0.2008,True,2,Delta,2,Delta
BKG_04073,aaaaahlk_s007_t006.pt,171,0,BACKGROUND,0.0701,True,2,Delta,2,Delta
BKG_04074,aaaaahlk_s007_t006.pt,172,0,BACKGROUND,0.1579,True,2,Delta,2,Delta
BKG_04075,aaaaahlk_s007_t006.pt,173,0,BACKGROUND,0.1559,True,2,Delta,2,Delta
BKG_04076,aaaaahsi_s011_t000.pt,0,0,BACKGROUND,0.3254,True,30,Beta,2,Delta
BKG_04077,aaaaahsi_s011_t000.pt,1,0,BACKGROUND,0.3584,True,39,Gamma,2,Delta
BKG_04078,aaaaahsi_s011_t000.pt,2,0,BACKGROUND,0.4647,True,2,Delta,2,Delta
BKG_04079,aaaaahsi_s011_t000.pt,3,0,BACKGROUND,0.1602,True,2,Delta,2,Delta
BKG_04080,aaaaahsi_s011_t000.pt,4,0,BACKGROUND,0.1514,True,11,Alpha,2,Delta
BKG_04081,aaaaahsi_s011_t000.pt,5,0,BACKGROUND,0.1499,True,39,Gamma,2,Delta
BKG_04082,aaaaahsi_s011_t000.pt,6,0,BACKGROUND,0.2077,True,39,Gamma,2,Delta
BKG_04083,aaaaahsi_s011_t000.pt,7,0,BACKGROUND,0.4081,True,2,Delta,2,Delta
BKG_04084,aaaaahsi_s011_t000.pt,8,0,SEIZURE,0.5606,False,30,Beta,2,Delta
BKG_04085,aaaaahsi_s011_t000.pt,9,0,BACKGROUND,0.3675,True,2,Delta,2,Delta
BKG_04086,aaaaahsi_s011_t000.pt,10,0,BACKGROUND,0.2511,True,2,Delta,2,Delta
BKG_04087,aaaaahsi_s011_t000.pt,11,0,BACKGROUND,0.4298,True,39,Gamma,2,Delta
BKG_04088,aaaaahsi_s011_t000.pt,12,0,BACKGROUND,0.1375,True,2,Delta,2,Delta
BKG_04089,aaaaahsi_s011_t000.pt,13,0,BACKGROUND,0.1721,True,2,Delta,2,Delta
BKG_04090,aaaaahsi_s011_t000.pt,14,0,BACKGROUND,0.2279,True,2,Delta,2,Delta
BKG_04091,aaaaahsi_s011_t000.pt,15,0,BACKGROUND,0.1593,True,2,Delta,2,Delta
BKG_04092,aaaaahsi_s011_t000.pt,16,0,SEIZURE,0.5471,False,39,Gamma,2,Delta
BKG_04093,aaaaahsi_s011_t000.pt,17,0,BACKGROUND,0.3856,True,2,Delta,2,Delta
BKG_04094,aaaaahsi_s011_t000.pt,18,0,BACKGROUND,0.2504,True,2,Delta,2,Delta
SEI_04095,aaaaahsi_s011_t000.pt,19,1,BACKGROUND,0.2989,False,39,Gamma,2,Delta
SEI_04096,aaaaahsi_s011_t000.pt,20,1,BACKGROUND,0.1061,False,2,Delta,2,Delta
SEI_04097,aaaaahsi_s011_t000.pt,21,1,BACKGROUND,0.3805,False,29,Beta,2,Delta
SEI_04098,aaaaahsi_s011_t000.pt,22,1,BACKGROUND,0.0478,False,2,Delta,7,Theta
SEI_04099,aaaaahsi_s011_t000.pt,23,1,BACKGROUND,0.2388,False,2,Delta,6,Theta
SEI_04100,aaaaahsi_s011_t000.pt,24,1,BACKGROUND,0.4139,False,2,Delta,5,Theta
SEI_04101,aaaaahsi_s011_t000.pt,25,1,SEIZURE,0.6307,True,2,Delta,5,Theta
SEI_04102,aaaaahsi_s011_t000.pt,26,1,SEIZURE,0.7739,True,30,Beta,4,Delta
SEI_04103,aaaaahsi_s011_t000.pt,27,1,SEIZURE,0.8009,True,39,Gamma,4,Delta
SEI_04104,aaaaahsi_s011_t000.pt,28,1,SEIZURE,0.8451,True,39,Gamma,3,Delta
SEI_04105,aaaaahsi_s011_t000.pt,29,1,SEIZURE,0.9363,True,30,Beta,3,Delta
SEI_04106,aaaaahsi_s011_t000.pt,30,1,SEIZURE,0.8803,True,39,Gamma,3,Delta
SEI_04107,aaaaahsi_s011_t000.pt,31,1,SEIZURE,0.8117,True,30,Beta,2,Delta
